county,coordinates,percpopbroad,percpopwobroad,pctdsgt15000kandlt25000k_hi,pctdsgt25000kandlt50000k_hi,pctdsgt50000kandlt100000k_hi,pctdsgt100000kandlt1gig_hi,pctdsgt1gig_hi,dsgteq25,usgteq3,povpct,unemployment,,,,,,
Seneca County,  (-76.82362358431857 42.78068586260099),79.8,20.2,20.2,0.2,79.6,0,0,79.8,79.8,14.2,6.9,,,,,,
Rice County,  (-98.20053402193943 38.347219826058875),80.2,19.8,19.8,7.2,9.7,63.3,0,80.2,82.5,14.7,3.9,,,,,,
Lafourche Parish,  (-90.418655167688 29.557978418255846),63,37,37,0.3,0.6,62.2,0,63,100,17.6,4.1,,,,,,
Stutsman County,  (-98.95894925170902 46.97927215383389),95.4,4.6,4.6,0,3.8,91.7,0,95.4,100,11.6,2.9,,,,,,
Baylor County,  (-99.2135290127617 33.61640793622336),98.3,1.7,1.7,1.2,0,93.9,3.2,98.3,98.3,18.3,4.9,,,,,,
Jefferson County,  (-123.59359150627752 47.74901289754995),78.2,21.8,21.1,1.3,0.2,77.5,0,78.9,79.2,14.1,9,,,,,,
Spencer County,  (-87.00784467589527 38.01429111207333),29.4,70.6,70.6,0.3,29.1,0,0,29.4,100,9.3,6.9,,,,,,
McCormick County,  (-82.30961363016257 33.89941841404172),57,43,43,0,0,57,0,57,100,24.6,10.9,,,,,,
Clare County,  (-84.84810751132163 43.98791980058496),70.8,29.2,29.2,0,0,70.8,0,70.8,81.8,24.5,12.1,,,,,,
Wapello County,  (-92.40954727683783 41.030649838946815),87,13,13,4.4,0,82.7,0,87,88.3,16.7,6.2,,,,,,
Riverside County,  (-115.9939021199065 33.74329780811137),96,4,3.6,0.4,10.9,85,0.1,96.4,96,17.1,10.3,,,,,,
Rutherford County,  (-86.41692683180617 35.84260355215749),95.4,4.6,4.6,0.1,0,83.9,11.4,95.4,100,14.7,6.5,,,,,,
Freestone County,  (-96.14897872232834 31.70443430378948),44.1,55.9,55.9,44.1,0,0,0,44.1,69.8,16.7,5.5,,,,,,
Tangipahoa Parish,  (-90.40542518920637 30.62688035969684),89.8,10.2,10.2,0,0,89.7,0,89.8,100,22.5,7.3,,,,,,
Obion County,  (-89.1487145967589 36.35824874046624),73.1,26.9,26.9,6.1,9.3,56.5,1.2,73.1,100,20.8,11.7,,,,,,
Baldwin County,  (-87.7227447660767 30.727824676550547),72.7,27.3,14.1,13.3,0.7,71.9,0,85.9,100,13,5.8,,,,,,
Orleans Parish,  (-89.92833674184735 30.069188208117392),96,4,4,0,0,96,0,96,100,27.9,7.3,,,,,,
Botetourt County,  (-79.81196620021922 37.557023102009),73.9,26.1,26.1,4.8,0,69.1,0,73.9,100,7.8,5.2,,,,,,
St. Lucie County,  (-80.47111892443232 27.377528004374128),100,0,0,0,0,100,0,100,100,17.3,9.7,,,,,,
Nome Census Area,  (-164.031580751685 64.91040616676622),0,100,100,0,0,0,0,0,0,26.1,11.7,,,,,,
Livingston County,  (-83.91170770293081 42.603892865438304),84.4,15.6,15.6,0.5,13.6,70.3,0,84.4,91.6,6.1,8.1,,,,,,
Logan County,  (-83.76526991310769 40.38839710253514),81.2,18.8,17.7,1.1,81.1,0,0,82.3,81.2,17,6.5,,,,,,
Vermillion County,  (-87.4641416426983 39.854093237168385),32,68,68,14.2,8.8,9,0,32,100,13.9,10.6,,,,,,
Lake County,  (-106.34485395549163 39.20226223488228),92.7,7.3,6.8,85,1.7,6.5,0,93.2,92.7,16,8.4,,,,,,
Adams County,  (-116.45394826217802 44.889314921037894),14.6,85.4,85.4,0,14.6,0,0,14.6,100,14.9,12.8,,,,,,
Hudson County,  (-74.07753388245887 40.73476975234196),99.6,0.4,0.4,0,0,99.5,0,99.6,99.6,17.7,9.1,,,,,,
Dixon County,  (-96.86826908784226 42.49349460640266),65.9,34.1,34.1,27.2,38.7,0,0,65.9,66.4,10.7,4.5,,,,,,
Bedford County,  (-78.49051193700753 40.00670558011603),74.2,25.8,18.1,7.7,21.2,53,0,81.9,74.3,13.6,8.9,,,,,,
Middlesex County,  (-74.41108831772975 40.43949114124867),99,1,1,0,0,98.9,0.1,99,99,8.3,7.4,,,,,,
Harrison County,  (-89.11140871660324 30.504390820117433),93.1,6.9,6.9,0,93.1,0,0,93.1,100,18.8,7.9,,,,,,
San Bernardino County,  (-116.17837840169278 34.84157876290257),95.6,4.4,4.4,1.5,2.4,91.7,0,95.6,95.6,20.4,10.1,,,,,,
Tuscaloosa County,  (-87.52558358627412 33.28952146393459),90.1,9.9,9.9,0.2,0,89.9,0,90.1,100,18,5.8,,,,,,
Sherman County,  (-120.68926865274913 45.405225502406786),0,100,100,0,0,0,0,0,0,14.2,7.3,,,,,,
Delaware County,  (-75.39915513318454 39.91665009701257),98.6,1.4,1.4,0,0,98.6,0,98.6,98.6,11,7.5,,,,,,
Grayson County,  (-86.34376165950646 37.46094872032366),95.9,4.1,4.1,53.8,0.6,41.4,0,95.9,100,21.7,10.6,,,,,,
Orleans County,  (-72.24360334683713 44.82900254204045),68.8,31.2,31.2,0,0,68.8,0,68.8,100,16.2,6.2,,,,,,
Lincoln County,  (-82.07055834888672 38.175369847024996),56.9,43.1,32.6,12.4,0,48.8,6.2,67.4,100,24.4,8.4,,,,,,
Wayne County,  (-93.32744041960977 40.7396564949297),92.3,7.7,7.7,25.4,41.5,25.4,0,92.3,92.3,16.7,4.5,,,,,,
Brule County,  (-99.08125405555157 43.71816719035779),85,15,15,0,85,0,0,85,85,14.8,3.3,,,,,,
Androscoggin County,  (-70.20524042203769 44.16543633787527),99.6,0.4,0.4,0,59.1,40.5,0,99.6,99.8,15.4,6.4,,,,,,
Calaveras County,  (-120.55413202933374 38.20478055880307),71.1,28.9,28.9,0.5,9.9,60.6,0,71.1,71.9,13.7,10.4,,,,,,
Essex County,  (-74.24718208632889 40.78746195381381),99,1,1,0,0,98.9,0.1,99,99,16.7,9.5,,,,,,
Saginaw County,  (-84.0526995994839 43.33526106596209),94,6,6,0,0,67.7,26.2,94,99.4,17.4,9.1,,,,,,
Clinton County,  (-89.42296859692213 38.606322680058256),73.6,26.4,26.4,0.5,0,73,0,73.6,100,9.9,7.3,,,,,,
Snohomish County,  (-121.69776033329838 48.04772437438342),98.2,1.8,1.8,3.2,0,94.4,0.6,98.2,98.2,9.9,5.8,,,,,,
Crisp County,  (-83.7672791912223 31.922872437593107),70.1,29.9,29.9,0,0,70.1,0,70.1,100,32.5,11.5,,,,,,
Hempstead County,  (-93.66809039031426 33.735642683803604),64,36,35.8,0,64,0,0.1,64.2,100,24.4,7.5,,,,,,
East Baton Rouge Parish,  (-91.09567240419774 30.5380171911245),97.1,2.9,2.9,0.1,0,97,0,97.1,100,18.4,5.8,,,,,,
Waseca County,  (-93.5872050546923 44.02207139725655),100,0,0,34.9,0.1,65,0,100,100,10.1,5.7,,,,,,
New Madrid County,  (-89.65190482516925 36.59439853411447),63.4,36.6,36.6,14.2,3.3,45.9,0,63.4,63.4,23.3,7,,,,,,
Carlisle County,  (-88.9705551475773 36.85297172022551),92.3,7.7,7.7,26.3,23.9,0,42.1,92.3,100,17,7.1,,,,,,
Fayette County,  (-81.08105939046118 38.0287654575921),64.2,35.8,35.8,0,0,47.9,16.3,64.2,100,21.4,7.9,,,,,,
Hale County,  (-101.82681138878637 34.07044900573401),80.2,19.8,19.8,1.9,37.6,30.4,10.3,80.2,97.9,24,12.4,,,,,,
Meigs County,  (-84.81294190167065 35.51294835969261),43.4,56.6,56.6,0,0,42.6,0.8,43.4,100,20.8,10.1,,,,,,
Archuleta County,  (-107.04817568295613 37.19365583897211),0,100,82.9,0,17.1,0,0,17.1,0.4,14.7,7.9,,,,,,
Lawrence County,  (-103.79214977281715 44.358666529646285),87.3,12.7,12.7,0,8.3,79,0,87.3,92.6,13.6,3.9,,,,,,
Calcasieu Parish,  (-93.35798129459391 30.229421983177165),75.9,24.1,24.1,0,0,40.3,35.6,75.9,100,18.4,5.7,,,,,,
Thayer County,  (-97.59506372059732 40.17621043884274),60,40,40,58.7,1.3,0,0,60,60.6,10.7,3,,,,,,
Somervell County,  (-97.77458843164 32.22235362033417),99.3,0.7,0.7,51.3,7.4,40.7,0,99.3,99.3,12.1,5,,,,,,
Grand Isle County,  (-73.29488547154764 44.79689986043212),65.2,34.8,34.8,0,0,65.2,0,65.2,100,9.1,4.8,,,,,,
Wheeler County,  (-98.52795068027437 41.91485543070655),54.4,45.6,45.6,0,54.4,0,0,54.4,54.4,12.6,3.4,,,,,,
Lincoln County,  (-98.2074900030187 39.045475060613086),19.3,80.7,80.7,0,3.3,16,0,19.3,19.3,12.7,4.5,,,,,,
Tom Green County,  (-100.46245224610011 31.404554731427027),86.5,13.5,13.5,0,0,57.8,28.7,86.5,100,15.6,5.1,,,,,,
Saline County,  (-97.65012272059046 38.783949893215876),88.7,11.3,11.3,0,0.7,88,0,88.7,93.1,13,5.2,,,,,,
Preston County,  (-79.66821450243197 39.469295221977895),61.9,38.1,38.1,0.1,49.8,2.5,9.5,61.9,100,17.6,5.7,,,,,,
Fairfield County,  (-81.12125577385359 34.395334474714275),54.4,45.6,42.8,2.9,54.3,0,0,57.2,100,23.1,9.4,,,,,,
Nicollet County,  (-94.24751207096544 44.34987456284341),76,24,18.9,5.1,0,76,0,81.1,81.1,10.2,3.8,,,,,,
Boyle County,  (-84.86612061282808 37.6242778201484),79.7,20.3,20.3,0,79.7,0,0,79.7,100,17.5,9.6,,,,,,
DeKalb County,  (-94.40452876154926 39.89285655884996),38.1,61.9,61.9,2.4,0,35.7,0,38.1,38.1,18.6,6.1,,,,,,
Manitowoc County,  (-87.80948517553585 44.11990639354804),91.3,8.7,8.7,8.5,6.7,76.2,0,91.3,100,10.8,7.3,,,,,,
Napa County,  (-122.33063277195974 38.5065457960444),91.4,8.6,8.6,0,0,91.4,0,91.4,91.5,9,6.3,,,,,,
Doddridge County,  (-80.70721362792658 39.26936103588114),28.6,71.4,71.4,1.7,0,27,0,28.6,100,17.4,6,,,,,,
Day County,  (-97.60737593486627 45.36728274617425),89.4,10.6,10.6,20.8,13.9,54.8,0,89.4,89.4,16.3,5.6,,,,,,
Palo Pinto County,  (-98.31319000748567 32.75310984577329),89,11,10.9,26.2,54.3,0,8.6,89.1,100,18.6,6,,,,,,
Knott County,  (-82.95432903521383 37.35406196683798),16.6,83.4,83.4,0,16.6,0,0,16.6,100,33.7,16.1,,,,,,
Early County,  (-84.90423977744629 31.323174057594795),74.8,25.2,25.2,74.8,0,0,0,74.8,100,29.9,7.3,,,,,,
Dona Ana County,  (-106.83308579095217 32.3526522863871),81.5,18.5,17.4,13.8,2.1,66.7,0,82.6,100,27.9,7.5,,,,,,
LaGrange County,  (-85.42669106074854 41.642347779337655),23.5,76.5,75.2,1.3,0.1,23.3,0,24.8,100,10.9,6.3,,,,,,
Washoe County,  (-119.66432223863303 40.66566815311478),98.4,1.6,1.6,0,0,98.1,0.4,98.4,100,15.4,9.6,,,,,,
Presidio County,  (-104.24081250163697 29.99962167925307),0,100,100,0,0,0,0,0,98,21.8,11.9,,,,,,
McMinn County,  (-84.61781822012277 35.42436150000433),69.4,30.6,30.6,0.2,0,69.2,0,69.4,100,17.4,9.2,,,,,,
San Diego County,  (-116.73539823296669 33.033865755385634),95.1,4.9,4.8,0.3,26.4,68.6,0,95.2,95.8,14.7,7.5,,,,,,
Essex County,  (-71.73632699888775 44.72831850204479),30.5,69.5,69.5,0,0,30.5,0,30.5,100,19.6,5.8,,,,,,
Ellsworth County,  (-98.20501890940623 38.696729195313196),60.6,39.4,39.4,10.5,50,0,0,60.6,61.8,12.4,3.3,,,,,,
Dubuque County,  (-90.88262627052092 42.46858503496121),92.3,7.7,7.5,6.2,0.4,85.9,0,92.5,97.1,11.5,4.5,,,,,,
King and Queen County,  (-76.89650890122289 37.7195133137507),17.8,82.2,82.2,0,0,17.8,0,17.8,100,14.8,6.3,,,,,,
Carver County,  (-93.8027205038524 44.820895584639906),87.8,12.2,8,5.6,0.5,86,0,92,90.8,4.8,4.7,,,,,,
Gray County,  (-100.43796982312809 37.738518359852876),99.5,0.5,0.5,99.3,0,0.3,0,99.5,99.5,8.3,2.9,,,,,,
Miller County,  (-92.42809571086148 38.21438574749233),62.1,37.9,37.9,17.3,0,44.8,0,62.1,65.4,17.4,7.9,,,,,,
Griggs County,  (-98.23703206956004 47.45709840172275),48.3,51.7,51.7,0,0,44.9,3.4,48.3,100,9.5,2.3,,,,,,
Watauga County,  (-81.69605651561908 36.23087328863272),99,1,1,0.1,0,76,22.9,99,100,26.2,7.2,,,,,,
Strafford County,  (-71.02927318896583 43.29717652961697),96.7,3.3,3.3,0,46.8,49.9,0,96.7,96.7,11.8,5.1,,,,,,
Evangeline Parish,  (-92.40566293917963 30.728908132499406),11.2,88.8,68,20.8,0,8.6,2.5,32,100,24.1,6.6,,,,,,
Washington County,  (-82.49711101351895 36.2934139958693),97.3,2.7,2.3,0.3,0,97.3,0,97.7,100,16.7,7.3,,,,,,
Page County,  (-78.48428211528734 38.619834852140066),80.6,19.4,17.5,1.9,0,80.6,0,82.5,100,16.9,9.4,,,,,,
Scotland County,  (-92.14724439512109 40.45201091373931),43.2,56.8,56.8,43.2,0,0,0,43.2,43.2,16.3,4.8,,,,,,
Power County,  (-112.84105388137567 42.69368252481259),82.9,17.1,17.1,0,26.4,56.5,0,82.9,100,15.7,7,,,,,,
Barbour County,  (-80.00360455587115 39.13281050955277),30.3,69.7,69.7,8.9,0.4,20.5,0.5,30.3,100,21.5,6.4,,,,,,
Orange County,  (-93.89437407723742 30.120999636266525),82.2,17.8,17.8,81.1,0,0,1.1,82.2,82.2,16,10.1,,,,,,
Bacon County,  (-82.45269728078857 31.55377644166069),62.7,37.3,37.3,62.5,0,0.2,0,62.7,100,25.9,8.3,,,,,,
Otter Tail County,  (-95.70748857142642 46.40907829555562),68.6,31.4,31.3,4.7,7.3,51.5,5.2,68.7,68.6,11.2,5.3,,,,,,
Hamilton County,  (-98.11083886948127 31.704705725635943),6.4,93.6,45.8,53.3,0,0.8,0,54.2,10.4,16.2,5.5,,,,,,
Fremont County,  (-105.43997031885442 38.4730642329828),89.4,10.6,10.6,84.6,1.8,2.9,0,89.4,89.4,19.1,9,,,,,,
Union County,  (-103.47106964207532 36.481661046644305),0,100,100,0,0,0,0,0,100,19.4,5,,,,,,
El Dorado County,  (-120.52470662537984 38.778889012621086),77,23,23,0,0.1,76.9,0,77,97,11.4,8.5,,,,,,
Fulton County,  (-91.81767335946392 36.38183460181243),3.5,96.5,59.8,36.6,0,3.5,0,40.2,100,22.6,7.3,,,,,,
Randolph County,  (-84.75379101295825 31.762180700784146),88.7,11.3,11.3,32.2,0,56.5,0,88.7,100,36.3,11.2,,,,,,
Rockdale County,  (-84.02657025395027 33.65414105101901),98.2,1.8,1.8,0.1,0,98.2,0,98.2,100,17.3,9,,,,,,
Garland County,  (-93.15048722743721 34.57659951043231),97.3,2.7,2.7,10.6,79.4,6.3,1,97.3,100,18.7,7.8,,,,,,
Bureau County,  (-89.52841533888707 41.40406966037676),72.2,27.8,27.8,1,0,71.3,0,72.2,100,13.1,9.6,,,,,,
Williamsburg County,  (-79.72785637252976 33.62020834379067),52.9,47.1,18.2,28.8,40.6,0,12.3,81.8,100,28.3,10.3,,,,,,
Cass County,  (-94.3550488294425 38.6479302626843),75.5,24.5,24.5,0.1,0,75.4,0,75.5,75.5,10.5,6.3,,,,,,
Hays County,  (-98.03105782833752 30.058105280687084),96.9,3.1,3.1,0.6,0,94.6,1.7,96.9,96.9,17.5,5.2,,,,,,
Beckham County,  (-99.68042577154351 35.267926493641106),66.3,33.7,33.4,0.2,66.3,0,0,66.6,66.3,15,3.1,,,,,,
Tippah County,  (-88.90883067202321 34.76830318078196),14.7,85.3,85.3,0,0.1,14.6,0,14.7,100,19.1,10.5,,,,,,
Franklin County,  (-77.72158008045149 39.92745705070706),88.5,11.5,7.7,4.1,0.5,87.8,0,92.3,88.5,11.9,6.2,,,,,,
King William County,  (-77.08804071477485 37.70635360948194),20,80,80,0,0,20,0,20,100,8.8,5.7,,,,,,
Wood County,  (-81.5149005651103 39.21127633999664),82.8,17.2,17.2,0.1,0,55,27.6,82.8,100,17.2,6.1,,,,,,
Guilford County,  (-79.78852575105601 36.07964464437431),99.8,0.2,0.2,0,81.4,0.1,18.2,99.8,100,17.3,8.3,,,,,,
Wyoming County,  (-81.54940333368248 37.60951977172752),81.9,18.1,18.1,0,0,81.9,0,81.9,100,22.8,8.8,,,,,,
Brooke County,  (-80.57654664884215 40.27385743404912),74.1,25.9,25.9,0,0,74.1,0,74.1,100,15.1,8.4,,,,,,
Cass County,  (-90.24761202441867 39.9737609194748),0,100,100,0,0,0,0,0,100,13.2,8.6,,,,,,
Logan County,  (-93.71630517838913 35.21550403255296),0,100,49.3,50.7,0,0,0,50.7,100,21.1,7.9,,,,,,
Crawford County,  (-91.30516204476694 37.976490812400556),76.2,23.8,23.8,0,0,76.2,0,76.2,76.2,20.7,7.2,,,,,,
Custer County,  (-99.00141229582134 35.63856198246224),44.6,55.4,54.9,1.6,37.7,0,5.8,45.1,44.6,15.9,3.5,,,,,,
Hopkins County,  (-87.54131507307487 37.308625627224856),75.5,24.5,24.5,0,68.2,7.2,0,75.5,100,16.9,7.8,,,,,,
Frio County,  (-99.10804207400749 28.867512057928135),99.4,0.6,0.6,74.1,25.4,0,0,99.4,99.4,26,5.4,,,,,,
Sunflower County,  (-90.58875506372364 33.6018415809334),60.1,39.9,39.9,0,18.4,37.7,4,60.1,100,34.8,13.9,,,,,,
Garfield County,  (-97.78263254242775 36.37916089766154),87.5,12.5,12,0.6,4.7,62.8,19.9,88,90.1,14.5,3.7,,,,,,
Carroll County,  (-85.07980891913213 33.582469333903234),78,22,22,0.2,0,77.7,0,78,100,22.9,9.6,,,,,,
Bennett County,  (-101.66412528842693 43.195067139805694),97.4,2.6,2.6,97.4,0,0,0,97.4,97.4,34.8,5.2,,,,,,
Kemper County,  (-88.64097868034368 32.75459457031363),4.3,95.7,95.7,0,3.9,0.4,0,4.3,100,28.2,12.3,,,,,,
Tarrant County,  (-97.29099289418453 32.77145376992586),100,0,0,0,30.5,69.5,0,100,100,15.2,6.1,,,,,,
Warren County,  (-85.77914117887353 35.67900378274811),83.5,16.5,16.5,0,0.2,83.3,0,83.5,100,19,9.2,,,,,,
Lafayette County,  (-83.18086561187705 29.985558421614503),89.2,10.8,10.8,68.5,0,20.7,0,89.2,89.2,25.6,6.6,,,,,,
Salem city,  (-80.05325440789561 37.2865575268959),94.8,5.2,5.2,0,0,94.8,0,94.8,100,10.2,5.8,,,,,,
Platte County,  (-104.96613188885112 42.13239071548367),1.5,98.5,87.6,11.3,0.6,0.5,0,12.4,24.6,13,4.9,,,,,,
Mecosta County,  (-85.32464874792137 43.64070731159456),72.2,27.8,27.6,0.2,0,72.2,0,72.4,90.4,23,9.6,,,,,,
Telfair County,  (-82.93880265217044 31.92997220541709),85.4,14.6,14.6,34.6,0,50.7,0,85.4,100,33.7,15.6,,,,,,
Shelby County,  (-85.79146518809681 39.52312646277302),70.6,29.4,29.4,4.6,0,62.8,3.1,70.6,100,11.8,6.7,,,,,,
Monterey County,  (-121.23875027866525 36.2171186485047),73.8,26.2,26.2,7.3,0,66.1,0.4,73.8,95.2,17,10.1,,,,,,
Cleveland County,  (-97.32670690076421 35.20346872248426),81.6,18.4,18.4,2.7,0,78.7,0.2,81.6,82,12.6,4.6,,,,,,
Hooker County,  (-101.13542926906227 41.91586243445683),0,100,100,0,0,0,0,0,81.4,9.6,4.6,,,,,,
Hamilton County,  (-85.16444759556653 35.18133491666738),98.6,1.4,1.4,0,0,4.6,94,98.6,100,15.9,7.9,,,,,,
Glynn County,  (-81.53985796781265 31.23071711363623),95.1,4.9,4.9,0.3,0,94.8,0,95.1,100,19.3,8.9,,,,,,
Rockingham County,  (-71.12556353199071 42.987496992988326),99.1,0.9,0.9,0.2,2.8,96.2,0,99.1,99.1,6.1,5.7,,,,,,
Stevens County,  (-96.00022786351802 45.58615985248798),78.1,21.9,21.9,0,7,71.1,0,78.1,100,14.2,3.3,,,,,,
Cumberland County,  (-88.24032181517522 39.27402319378226),40.7,59.3,59.3,0.1,0,40.6,0,40.7,100,12.2,9.7,,,,,,
Phelps County,  (-99.4142670105134 40.511154279820715),85.1,14.9,14.1,0.8,5,67,13,85.9,97.7,9.5,2.9,,,,,,
Clark County,  (-97.72949102475422 44.85846509822459),57,43,43,14.9,42,0,0,57,57,13.8,4,,,,,,
Madison County,  (-88.83867386178378 35.60806385374944),96.3,3.7,3.7,0,2.8,93.1,0.3,96.3,100,20.9,8.4,,,,,,
Adams County,  (-118.56035585339704 46.98352424992872),100,0,0,5.1,0,94.8,0,100,100,19,8.5,,,,,,
Burleigh County,  (-100.46879481734885 46.97733689458788),97.2,2.8,2.8,0,0,97.2,0,97.2,100,8.2,2.4,,,,,,
Seminole County,  (-81.23634611482353 28.71682624765714),100,0,0,0,0,98.7,1.3,100,100,11.8,6.4,,,,,,
Steele County,  (-93.22627088268706 44.02240351310225),100,0,0,15.4,0.2,84.4,0,100,100,10.9,4.6,,,,,,
Falls Church city,  (-77.17519332425442 38.88441802597824),91.9,8.1,8.1,0,0,91.9,0,91.9,100,3.2,3.9,,,,,,
Lamoille County,  (-72.64133099554665 44.605941363262914),69,31,31,25.3,0,43.7,0,69,100,12.6,4.9,,,,,,
Marathon County,  (-89.75863384016607 44.89792533069279),76.4,23.6,23.6,0.7,0,75.7,0,76.4,100,9.9,6.7,,,,,,
Black Hawk County,  (-92.30867415946278 42.470094026441465),95.2,4.8,4.6,0.9,0.1,61.5,32.9,95.4,98.1,14.5,4.7,,,,,,
Mahnomen County,  (-95.8091991971614 47.32558783509866),66.4,33.6,33.5,0.5,3.2,38.3,24.5,66.5,69.9,19.6,5.7,,,,,,
Bronx County,  (-73.86156879755244 40.85091824426533),99.2,0.8,0.8,0,0,99.2,0,99.2,99.2,31.5,11.8,,,,,,
Travis County,  (-97.78169164374481 30.334714787010736),99.9,0.1,0.1,1.5,0,73.8,24.6,99.9,99.9,16.7,5.1,,,,,,
Hardee County,  (-81.80953791803645 27.493197332692606),91.5,8.5,4.3,43,0.6,52.2,0,95.7,91.5,29.9,8.1,,,,,,
Mahaska County,  (-92.64083906712135 41.33521502497396),78.5,21.5,21.5,11.7,0,66.7,0,78.5,78.7,12.9,4.8,,,,,,
Indian River County,  (-80.60559316370606 27.693969942878287),100,0,0,0,0,100,0,100,100,14.7,9.1,,,,,,
Mineral County,  (-106.92419009228946 37.66954134676461),2.6,97.4,97.4,0,0,2.6,0,2.6,5.9,8.9,5.4,,,,,,
Marion County,  (-89.82252330023252 31.230864587957576),0.1,99.9,99.9,0.1,0,0,0,0.1,100,30.4,9.5,,,,,,
Southampton County,  (-77.10566044415015 36.72019408555094),52.1,47.9,47.9,3.7,0,48.4,0,52.1,100,15.3,7,,,,,,
Holt County,  (-98.78376243215877 42.455578463162425),9.6,90.4,90.4,0,9.6,0,0,9.6,12.4,12.5,2.9,,,,,,
Ashe County,  (-81.50052459183922 36.43415234163246),83.4,16.6,13.1,3.5,0,2.9,80.4,86.9,100,20.9,10.2,,,,,,
Monroe County,  (-83.53769332435938 41.92832153536487),91.6,8.4,8.4,0.1,0,91.5,0,91.6,92.1,10.4,8.1,,,,,,
Sutton County,  (-100.5382117456966 30.49854679695078),5.3,94.7,94.7,0,0,0,5.3,5.3,5.4,13.2,3,,,,,,
Roberts County,  (-96.94614272433158 45.62977348586726),58.5,41.5,41.5,0,0,58.5,0,58.5,73.1,20.4,5.3,,,,,,
Hoonah-Angoon Census Area,  (-135.6386610926181 58.2857580354638),0,100,100,0,0,0,0,0,4.2,19.1,,,,,,,
Clarke County,  (-77.99656138842742 39.112360467684674),65.9,34.1,34.1,0,0,65.9,0,65.9,100,8.2,4.5,,,,,,
Gregory County,  (-99.18590692998981 43.19247936265778),99.9,0.1,0.1,99.3,0.6,0,0,99.9,100,18.3,3.7,,,,,,
Putnam County,  (-81.74427259538741 29.608840755330636),80.5,19.5,19.5,16.3,0,64.2,0,80.5,80.5,28.5,9.4,,,,,,
Cherokee County,  (-84.47621286256883 34.24473391834094),97.8,2.2,2.2,1.5,1.4,94.9,0,97.8,100,9.3,6.5,,,,,,
Jefferson Parish,  (-90.11275154424557 29.741312505365325),97,3,3,0,0,97,0,97,100,15.8,5.8,,,,,,
Routt County,  (-106.99150825886376 40.485498410780224),97.3,2.7,2.6,34.1,0.9,62.5,0,97.4,97.3,8.4,5.8,,,,,,
Butler County,  (-92.79015970622117 42.73172833054805),61.4,38.6,38.6,3.8,22.1,34.6,0.8,61.4,61.5,9.9,4.2,,,,,,
Union County,  (-83.9903824337471 34.833750490074166),90.3,9.7,9.7,13,75.8,1.6,0,90.3,100,15.1,6.6,,,,,,
Lamb County,  (-102.35162888008283 34.06859622796902),52.6,47.4,47.4,25.1,0,27.5,0,52.6,82.1,22.6,6.8,,,,,,
Fountain County,  (-87.24192118367158 40.121201449080296),38.3,61.7,61.7,13.6,3.5,21.2,0,38.3,100,14.6,9.7,,,,,,
Sioux County,  (-96.1780942434908 43.08294202744114),75,25,25,0,0,75,0,75,86.6,7.5,3.3,,,,,,
Clay County,  (-96.97560306646224 42.914619760056155),77.6,22.4,22.4,0,6.3,71.3,0,77.6,91,24.9,3.7,,,,,,
Van Buren County,  (-85.45359622012484 35.69616610297271),50.4,49.6,49.6,0,15.2,35.2,0,50.4,100,20.6,12,,,,,,
Howard County,  (-86.11670920280149 40.483623553001514),90.2,9.8,9.8,0.4,0,89.9,0,90.2,100,16.8,8.2,,,,,,
Scott County,  (-93.53696692920751 44.64850007765139),92.6,7.4,4.3,3.9,0.9,89.9,0.9,95.7,94.3,5.5,4.7,,,,,,
Forrest County,  (-89.25794406814295 31.188990649933437),82.2,17.8,17.8,0,0,82.2,0,82.2,100,26.4,7.9,,,,,,
Pembina County,  (-97.55156514183008 48.76726977839249),87.8,12.2,12.2,0,0,10.2,77.6,87.8,100,8.9,6.2,,,,,,
Dorchester County,  (-80.40502257886418 33.07948049101104),91,9,9,0,77,12.4,1.5,91,100,12.8,6.4,,,,,,
Fulton County,  (-90.20749433681097 40.47248529434628),61.2,38.8,38.8,0,0,61.2,0,61.2,100,16.5,10.8,,,,,,
Graham County,  (-99.88334470986855 39.349867110183645),97.7,2.3,2.3,0,0,0,97.7,97.7,97.7,12,3.8,,,,,,
Montgomery County,  (-95.15642896216467 41.03018714484833),90.6,9.4,9.4,5.7,0,57.7,27.2,90.6,90.6,19.3,4.9,,,,,,
Lake County,  (-85.80209273789724 43.990412418118154),0,100,100,0,0,0,0,0,0,29.2,13.1,,,,,,
San Augustine County,  (-94.16790043634089 31.394770712366768),18.9,81.1,81.1,15.5,0,0,3.4,18.9,18.9,23.9,10.1,,,,,,
Guadalupe County,  (-104.79041375848414 34.863154609658224),0,100,100,0,0,0,0,0,100,25.8,8.7,,,,,,
Litchfield County,  (-73.24526766730312 41.79242134367467),99.6,0.4,0.4,0,0,99.6,0,99.6,100,7.7,7.2,,,,,,
Douglas County,  (-95.45422901200705 45.933726931564166),65.6,34.4,31.3,3.1,9.4,51.5,4.7,68.7,91.2,9.6,4.3,,,,,,
Adams County,  (-91.18842478131748 39.98808185156061),83,17,17,2.5,0,51.6,28.9,83,100,14.2,6.5,,,,,,
Lea County,  (-103.41245392844321 32.79215735408885),88.4,11.6,11.6,17.8,0.3,70.3,0,88.4,100,16.6,4.1,,,,,,
Clay County,  (-98.20837415024239 33.78558980899296),5.3,94.7,94.7,3.6,0,1.4,0.3,5.3,89.5,13.5,5.1,,,,,,
